player_id,player_name,player_job,player_god,kills,deaths,blessings,kd_ratio,score,last_position,last_battle_time,last_updated
1031,Quamx,,比湿奴,1,0,0,1,3.0,"474,551",2025-03-22 09:41:09,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"477,547",2025-03-22 09:41:00,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"479,542",2025-03-22 09:40:38,2025-03-22 18:34:14
1031,Quamx,,比湿奴,1,0,0,1,3.0,"481,534",2025-03-22 09:40:09,2025-03-22 18:34:14
1111,Cmenピ,,比湿奴,1,0,0,1,3.0,"483,523",2025-03-22 09:40:02,2025-03-22 18:34:16
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"470,535",2025-03-22 09:39:46,2025-03-22 18:34:14
38,∝小红绳,魔咒法师,梵天,1,0,0,1,3.0,"481,552",2025-03-22 09:39:16,2025-03-22 18:34:12
1084,眩晕伱の小可爱,,比湿奴,1,0,0,1,3.0,"472,551",2025-03-22 09:39:02,2025-03-22 18:34:16
36,灬聖域乂随风灬,金刚,梵天,1,0,0,1,3.0,"485,550",2025-03-22 09:38:41,2025-03-22 18:34:12
1084,眩晕伱の小可爱,,比湿奴,1,0,0,1,3.0,"478,554",2025-03-22 09:38:38,2025-03-22 18:34:16
1039,ぐ狂γ飙べ,,比湿奴,1,0,0,1,3.0,"494,556",2025-03-22 09:38:25,2025-03-22 18:34:14
